document_id,meeting_id,title,document_type,file_name,file_url,upload_date,doc_date,notes
266,266,Village Council Meeting Minutes - 2024-11-20,Minutes,11202024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/11202024%20minutes.pdf,,2024-11-20,
267,267,Village Council Meeting Minutes - 2015-11-23,Minutes,112315 Workshop Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/112315%20Workshop%20Approved%20Minutes.pdf,,2015-11-23,
268,268,Comprehensive Plan Workshop Minutes - 2017-11-29,Minutes,112917 Council Comp Plan Workshop Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/112917%20Council%20Comp%20Plan%20Workshop%20Approved%20Minutes.pdf,,2017-11-29,
269,269,Village Council Meeting Minutes - 2023-01-18,Minutes,1182023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/1182023%20minutes.pdf,,2023-01-18,
270,270,Village Council Meeting Minutes - 2021-12-01,Minutes,12012021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/12012021%20minutes.pdf,,2021-12-01,
271,271,Village Council Meeting Minutes - 2015-12-02,Minutes,120215 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/120215%20Regular%20Meeting%20Approved%20Minutes.pdf,,2015-12-02,
272,272,Village Council Meeting Minutes - 2020-12-02,Minutes,12022020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/12022020%20Council%20Meeting%20Minutes.pdf,,2020-12-02,
273,273,Village Council Meeting Minutes - 2025-12-03,Minutes,12032025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/12032025.pdf,,2025-12-03,
274,274,Village Council Meeting Minutes - 2024-12-04,Minutes,12042024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/12042024%20minutes.pdf,,2024-12-04,
275,275,Village Council Meeting Minutes - 2017-12-06,Minutes,120617 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/120617%20Council%20Meeting%20Approved%20Minutes.pdf,,2017-12-06,
276,276,Village Council Meeting Minutes - 2023-12-06,Minutes,12062023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/12062023%20minutes.pdf,,2023-12-06,
277,277,Village Council Meeting Minutes - 2016-12-07,Minutes,120716 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/120716%20Council%20Meeting%20Approved%20Minutes.pdf,,2016-12-07,
278,278,Village Council Meeting Minutes - 2022-12-07,Minutes,12072022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/12072022%20minutes.pdf,,2022-12-07,
279,279,Village Council Meeting Minutes - 2020-12-09,Minutes,12092020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/12092020%20Council%20Meeting%20Minutes.pdf,,2020-12-09,
280,280,PZ&DB Meeting Minutes - 2025-12-09,Minutes,12092025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/12092025%20PZDB%20Minutes.pdf,,2025-12-09,
281,281,PZ&DB Meeting Minutes - 2024-12-10,Minutes,12102024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/12102024%20PZDB%20Minutes.pdf,,2024-12-10,
282,282,Village Council Meeting Minutes - 2015-12-11,Minutes,121115 Workshop Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/121115%20Workshop%20Approved%20Minutes.pdf,,2015-12-11,
283,283,PZ&DB Meeting Minutes - 2023-12-12,Minutes,12122023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/12122023%20PZDB%20Minutes.pdf,,2023-12-12,
284,284,PZ&DB Meeting Minutes - 2022-12-13,Minutes,12132022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/12132022%20PZDB%20Minutes.pdf,,2022-12-13,
285,285,Village Council Meeting Minutes - 2023-12-13,Minutes,12132023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/12132023%20minutes.pdf,,2023-12-13,
286,286,PZ&DB Meeting Minutes - 2021-12-14,Minutes,12142021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/12142021%20PZDB%20Minutes.pdf,,2021-12-14,
287,287,PZ&DB Meeting Minutes - 2026-12-15,Minutes,12152026 PZDB Minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/12152026%20PZDB%20Minutes.pdf,,2026-12-15,
288,288,Village Council Meeting Minutes - 2015-12-16,Minutes,121615 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/121615%20Regular%20Meeting%20Approved%20Minutes.pdf,,2015-12-16,
289,289,Village Council Meeting Minutes - 2025-12-17,Minutes,12172025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/12172025.pdf,,2025-12-17,
290,290,Village Council Meeting Minutes - 2024-12-18,Minutes,12182024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/12182024%20minutes.pdf,,2024-12-18,
291,291,Village Council Meeting Minutes - 2016-12-20,Minutes,122016 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/122016%20Council%20Meeting%20Approved%20Minutes.pdf,,2016-12-20,
292,292,Village Council Meeting Minutes - 2020-12-30,Minutes,12302020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/12302020%20Council%20Meeting%20Minutes.pdf,,2020-12-30,
293,293,Village Council Meeting Minutes - 2019-01-09,Minutes,2019-01-09 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-01-09%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-01-09,
294,294,Village Council Meeting Minutes - 2019-01-23,Minutes,2019-01-23 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-01-23%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-01-23,
295,295,Village Council Meeting Minutes - 2019-01-30,Minutes,2019-01-30 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-01-30%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-01-30,
296,296,Village Council Meeting Minutes - 2019-02-06,Minutes,2019-02-06 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-02-06,
297,297,Village Council Meeting Minutes - 2019-02-20,Minutes,2019-02-20 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-02-20,
298,298,Village Council Meeting Minutes - 2019-03-06,Minutes,2019-03-06 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-03-06%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-03-06,
299,299,Village Council Meeting Minutes - 2019-03-20,Minutes,2019-03-20 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-03-20%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-03-20,
300,300,Village Council Meeting Minutes - 2019-04-03,Minutes,2019-04-03 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-04-03%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-04-03,
301,301,Village Council Meeting Minutes - 2019-04-24,Minutes,2019-04-24 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-04-24%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-04-24,
302,302,Village Council Meeting Minutes - 2019-05-01,Minutes,2019-05-01 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-05-01%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-05-01,
303,303,Village Council Meeting Minutes - 2019-05-15,Minutes,2019-05-15 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-05-15%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-05-15,
304,304,Village Council Meeting Minutes - 2019-06-05,Minutes,2019-06-05 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-06-05%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-06-05,
305,305,Village Council Meeting Minutes - 2019-06-26,Minutes,2019-06-26 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-06-26%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-06-26,
306,306,Village Council Meeting Minutes - 2019-07-10,Minutes,2019-07-10 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-07-10%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-07-10,
307,307,Village Council Meeting Minutes - 2019-07-24,Minutes,2019-07-24 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-07-24%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-07-24,
308,308,Village Council Meeting Minutes - 2019-09-04,Minutes,2019-09-04 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-09-04%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-09-04,
309,309,Village Council Meeting Minutes - 2019-09-18,Minutes,2019-09-18 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-09-18%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-09-18,
310,310,Village Council Meeting Minutes - 2019-09-25,Minutes,2019-09-25 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-09-25%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-09-25,
311,311,Village Council Meeting Minutes - 2019-10-02,Minutes,201910-02 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/201910-02%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-10-02,
312,312,Village Council Meeting Minutes - 2019-10-16,Minutes,20191016 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/20191016%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-10-16,
313,313,Village Council Meeting Minutes - 2019-11-06,Minutes,20191106 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/20191106%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-11-06,
314,314,Village Council Meeting Minutes - 2019-11-20,Minutes,20191120 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/20191120%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-11-20,
315,315,Village Council Meeting Minutes - 2019-12-04,Minutes,20191204 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/20191204%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-12-04,
316,316,Village Council Meeting Minutes - 2019-12-18,Minutes,20191218 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/20191218%20Council%20Meeting%20Approved%20Minutes.pdf,,2019-12-18,
317,317,Village Council Meeting Minutes - 2020-01-08,Minutes,2020-01-08 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-01-08%20Council%20Meeting%20Approved%20Minutes.pdf,,2020-01-08,
318,318,Village Council Meeting Minutes - 2020-01-22,Minutes,2020-01-22 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-01-22%20Council%20Meeting%20Approved%20Minutes.pdf,,2020-01-22,
319,319,Zoning Hearing Minutes - 2020-01-29,Minutes,2020-01-29 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-01-29%20Council%20Meeting%20Approved%20Minutes.pdf,,2020-01-29,
320,320,Village Council Meeting Minutes - 2020-02-05,Minutes,2020-02-05 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-02-05%20Council%20Meeting%20Approved%20Minutes.pdf,,2020-02-05,
321,321,Village Council Meeting Minutes - 2020-02-19,Minutes,2020-02-19 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-02-19%20Council%20Meeting%20Approved%20Minutes.pdf,,2020-02-19,
322,322,Village Council Meeting Minutes - 2020-03-04,Minutes,2020-03-04 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-03-04%20Council%20Meeting%20Approved%20Minutes.pdf,,2020-03-04,
323,323,Village Council Meeting Minutes - 2020-03-18,Minutes,2020-03-18 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-03-18%20Council%20Meeting%20Approved%20Minutes.pdf,,2020-03-18,
324,324,Village Council Workshop Minutes - 2020-04-22,Minutes,2020-04-22 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-04-22%20Council%20Meeting%20Approved%20Minutes.pdf,,2020-04-22,
325,325,Village Council Meeting Minutes - 2020-05-27,Minutes,2020-05-27 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-05-27%20Council%20Meeting%20Minutes.pdf,,2020-05-27,
326,326,Village Council Meeting Minutes - 2021-02-17,Minutes,2172021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/2172021%20minutes.pdf,,2021-02-17,
327,327,Village Council Meeting Minutes - 2023-03-15,Minutes,3152023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/3152023%20minutes.pdf,,2023-03-15,
328,328,Cancelled Meeting Notice - 2016-02-03,Minutes,Cancel 020316 Council Meeting.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/Cancel%20020316%20Council%20Meeting.pdf,,2016-02-03,
329,329,Cancelled Meeting Notice - 2016-02-17,Minutes,Cancel 021716 Council Meeting.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/Cancel%20021716%20Council%20Meeting.pdf,,2016-02-17,
330,330,Cancelled Meeting Notice - 2016-04-27,Minutes,Cancel 042716 Council Meeting.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/Cancel%20042716%20Council%20Meeting.pdf,,2016-04-27,
331,331,Cancelled Meeting Notice - 2016-06-29,Minutes,Cancel 062916 Council Meeting.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/Cancel%20062916%20Council%20Meeting.pdf,,2016-06-29,
332,332,Cancelled Meeting Notice - 2015-11-04,Minutes,Cancel 110415 Council Meeting.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/Cancel%20110415%20Council%20Meeting.pdf,,2015-11-04,
333,333,Cancelled Meeting Notice - 2020-04-01,Minutes,Cancel April 1 Council Meeting.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/Cancel%20April%201%20Council%20Meeting.pdf,,2020-04-01,
334,334,Cancelled Meeting Notice - 2020-04-15,Minutes,Cancel April 15 Council Meeting.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/Cancel%20April%2015%20Council%20Meeting.pdf,,2020-04-15,
335,335,Cancelled Meeting Notice - 2019-04-17,Minutes,Cancel April 17 Council Meeting.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/Cancel%20April%2017%20Council%20Meeting.pdf,,2019-04-17,
336,336,Cancelled Meeting Notice - 2017-07-05,Minutes,Cancel July 5 Council Meeting.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/Cancel%20July%205%20Council%20Meeting.pdf,,2017-07-05,
337,337,Cancelled Meeting Notice - 2020-05-06,Minutes,Cancel May 6 Council Meeting.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/Cancel%20May%206%20Council%20Meeting.pdf,,2020-05-06,
338,338,Cancelled Meeting Notice - 2022-10-05,Minutes,Cancel October 5 Council Meeting.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/Cancel%20October%205%20Council%20Meeting.pdf,,2022-10-05,
339,339,PZ&DB Meeting Minutes - 2026-01-13,Minutes,01132026 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/01132026%20PZDB%20Minutes.pdf,,2026-01-13,legacy_csv_only
340,340,PZ&DB Meeting Minutes - 2026-04-14,Minutes,04142026 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/04142026%20PZDB%20Minutes.pdf,,2026-04-14,legacy_csv_only
341,341,PZ&DB Meeting Minutes - 2026-05-12,Minutes,05122026 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/05122026%20PZDB%20Minutes.pdf,,2026-05-12,legacy_csv_only
342,342,PZ&DB Meeting Minutes - 2026-06-09,Minutes,06092026 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/06092026%20PZDB%20Minutes.pdf,,2026-06-09,legacy_csv_only
343,343,PZ&DB Meeting Minutes - 2026-07-14,Minutes,07142026 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/07142026%20PZDB%20Minutes.pdf,,2026-07-14,legacy_csv_only
344,344,PZ&DB Meeting Minutes - 2026-08-11,Minutes,08112026 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/08112026%20PZDB%20Minutes.pdf,,2026-08-11,legacy_csv_only
345,345,PZ&DB Meeting Minutes - 2026-09-08,Minutes,09082026 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/09082026%20PZDB%20Minutes.pdf,,2026-09-08,legacy_csv_only
346,346,PZ&DB Meeting Minutes - 2026-10-13,Minutes,10132026 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/10132026%20PZDB%20Minutes.pdf,,2026-10-13,legacy_csv_only
347,347,PZ&DB Meeting Minutes - 2026-11-10,Minutes,11102026 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/11102026%20PZDB%20Minutes.pdf,,2026-11-10,legacy_csv_only
348,348,PZ&DB Meeting Minutes - 2026-12-08,Minutes,12082026 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/12082026%20PZDB%20Minutes.pdf,,2026-12-08,legacy_csv_only
